ref,author,title,votes,language,has_gpu,has_tpu,approach_tags,import_tags,sloc,is_fork,parent_ref,has_optimizer,is_analysis,is_solution,is_ensemble,url,local_path,top_score,team,lb_rank
hmnshudhmn24/santa-2025-christmas-tree-packing-challenge,Himanshu Dhiman,Santa 2025 - Christmas Tree Packing Challenge,5,,false,false,Translation,numpy;pandas,258,False,,True,False,True,False,https://www.kaggle.com/code/hmnshudhmn24/santa-2025-christmas-tree-packing-challenge,downloaded/hmnshudhmn24_santa-2025-christmas-tree-packing-challenge,53501.9292000935,,
shauryyadav0072/notebooka5e68bbf14,shauryyadav,notebooka5e68bbf14,1,,false,false,,numpy;pandas,6,False,,False,False,False,False,https://www.kaggle.com/code/shauryyadav0072/notebooka5e68bbf14,downloaded/shauryyadav0072_notebooka5e68bbf14,,,
hwkims/fork-of-exp-annealing-hybrid,Hyun-woo Kim,fork of exp-annealing-hybrid,6,,false,false,Physics,numpy;pandas;shapely,202,True,exp-annealing-hybrid,True,False,True,False,https://www.kaggle.com/code/hwkims/fork-of-exp-annealing-hybrid,downloaded/hwkims_fork-of-exp-annealing-hybrid,173.290301830319,,
igorpawicki/belated-christmas-letter-to-santa,Igoe0309,belated Christmas letter to Santa,4,,false,false,Translation,numpy;pandas;scipy;shapely,128,False,,True,False,True,False,https://www.kaggle.com/code/igorpawicki/belated-christmas-letter-to-santa,downloaded/igorpawicki_belated-christmas-letter-to-santa,,,
dedquoc/santa-2025-ctpc-deterministic-tiling,dedq,Santa 2025 - CTPC-Deterministic_Tiling,17,,false,false,,numpy;pandas;shapely,130,False,,False,False,True,False,https://www.kaggle.com/code/dedquoc/santa-2025-ctpc-deterministic-tiling,downloaded/dedquoc_santa-2025-ctpc-deterministic-tiling,88.329997697785,,
pikaaa/santaclaude-ka-tree,PiKaaa,SantaClaude ka Tree,2,,false,false,Translation;Physics,numba;numpy;pandas,446,False,,True,False,True,False,https://www.kaggle.com/code/pikaaa/santaclaude-ka-tree,downloaded/pikaaa_santaclaude-ka-tree,104.089868964801,,
akashbethe/santa-tree-packing-beginner-to-pro,Akash Bethe,Santa Tree Packing — Beginner to Pro ,3,,false,false,,matplotlib;numpy;pandas;sklearn,128,False,,False,True,True,False,https://www.kaggle.com/code/akashbethe/santa-tree-packing-beginner-to-pro,downloaded/akashbethe_santa-tree-packing-beginner-to-pro,,,
lwolwo/santa-s-tree-farm-because-chaos-isn-t-festive,LWOLWO,Santa’s Tree Farm: Because Chaos Isn’t Festive,10,,false,false,,matplotlib;numpy;pandas;shapely,196,False,,True,False,True,False,https://www.kaggle.com/code/lwolwo/santa-s-tree-farm-because-chaos-isn-t-festive,downloaded/lwolwo_santa-s-tree-farm-because-chaos-isn-t-festive,93.463773775187,,
jonathanchan/santa25-ensemble-sa-fractional-translation,Jonathan Chan,[Santa25] Ensemble + SA + Fractional Translation,192,,false,false,Translation;Ensemble,matplotlib;numba;numpy;pandas;scipy;shapely,2837,False,,True,False,True,True,https://www.kaggle.com/code/jonathanchan/santa25-ensemble-sa-fractional-translation,downloaded/jonathanchan_santa25-ensemble-sa-fractional-translation,72.239752955939,IC2,163
mpwolke/smallest-size-to-win-a-prize-1-200-xmas-trees,Marília Prata,Smallest Size to Win a Prize? 1-200 Xmas Trees,36,,false,false,,numpy;pandas,8,False,,False,False,True,False,https://www.kaggle.com/code/mpwolke/smallest-size-to-win-a-prize-1-200-xmas-trees,downloaded/mpwolke_smallest-size-to-win-a-prize-1-200-xmas-trees,,,
argon1215/86-08-exp-annealing-hybrid,kigasudayooo,[86.08]exp-annealing-hybrid,71,,false,false,SA,matplotlib;numpy;pandas;shapely,309,False,,True,False,True,False,https://www.kaggle.com/code/argon1215/86-08-exp-annealing-hybrid,downloaded/argon1215_86-08-exp-annealing-hybrid,86.084437976426,,
chistyakov/santa-2025-fix-direction,Stanislav Chistyakov,Santa 2025 - fix direction,119,,false,false,,matplotlib;numpy;pandas;scipy;shapely,206,False,,True,False,True,False,https://www.kaggle.com/code/chistyakov/santa-2025-fix-direction,downloaded/chistyakov_santa-2025-fix-direction,72.088452702382,ST,143
mhizdhii/greedy-high-precision-tree-packing-algorithm,Marjorie Lorraine Dawal,Greedy High-Precision Tree Packing Algorithm,3,,false,false,,matplotlib;pandas;shapely,135,False,,False,True,True,False,https://www.kaggle.com/code/mhizdhii/greedy-high-precision-tree-packing-algorithm,downloaded/mhizdhii_greedy-high-precision-tree-packing-algorithm,181.899002788826,,
seshurajup/71-78-jit-parallel-sa-c-tpu-96-cores,SeshuRaju 🧘‍♂️,🎄[71.78+]🎄JIT & Parallel SA C++ & TPU[96 Cores],117,,false,false,Translation;Ensemble;Greedy,jax;numba;numpy;pandas,719,False,,False,True,True,True,https://www.kaggle.com/code/seshurajup/71-78-jit-parallel-sa-c-tpu-96-cores,downloaded/seshurajup_71-78-jit-parallel-sa-c-tpu-96-cores,,,
nina2025/santa-2025-christmas-ennumerate-packing,F.A.Nina, Santa 2025 | Christmas ennumerate packing,13,,false,false,,pandas,32,False,,False,False,True,False,https://www.kaggle.com/code/nina2025/santa-2025-christmas-ennumerate-packing,downloaded/nina2025_santa-2025-christmas-ennumerate-packing,84.383324431633,,
chiragkandpal/frosty-s-santa-packer,Chirag kandpal,Frosty's SANTA Packer,10,,false,false,SA,numpy,145,False,,True,False,False,False,https://www.kaggle.com/code/chiragkandpal/frosty-s-santa-packer,downloaded/chiragkandpal_frosty-s-santa-packer,,,
karltonkxb/santa-2025-third-try-with-visual-trees,Samidullo,Santa 2025 - Third try with visual trees,57,,false,false,,numpy;pandas;shapely,155,False,,True,False,True,False,https://www.kaggle.com/code/karltonkxb/santa-2025-third-try-with-visual-trees,downloaded/karltonkxb_santa-2025-third-try-with-visual-trees,91.279328889204,,
stpeteishii/santa-2d-packing-auto-manual-arrangement,stpete_ishii,Santa 2D Packing Auto/Manual Arrangement,11,,false,false,Physics;Greedy,matplotlib;pandas;shapely,275,False,,False,True,False,False,https://www.kaggle.com/code/stpeteishii/santa-2d-packing-auto-manual-arrangement,downloaded/stpeteishii_santa-2d-packing-auto-manual-arrangement,,,
divishjindal09/christmas-santa-divish-jindal,DivishJindal09,Christmas_Santa_Divish_Jindal,7,,false,false,,matplotlib;numpy;pandas;shapely,120,False,,False,True,True,False,https://www.kaggle.com/code/divishjindal09/christmas-santa-divish-jindal,downloaded/divishjindal09_christmas-santa-divish-jindal,88.329997697785,,
dwchen/santa2025-simulated-annealing,Dewei Chen,🎄Santa2025 Simulated Annealing,12,,false,false,SA,numpy;pandas;shapely,265,False,,True,False,True,False,https://www.kaggle.com/code/dwchen/santa2025-simulated-annealing,downloaded/dwchen_santa2025-simulated-annealing,247.569800363249,,
karltonkxb/santa-2025-second-try,Samidullo,Santa 2025 - Second try,17,,false,false,Physics;Greedy,pandas;shapely,265,False,,True,False,True,False,https://www.kaggle.com/code/karltonkxb/santa-2025-second-try,downloaded/karltonkxb_santa-2025-second-try,166.861879568148,,
hanifnoerrofiq/baseline-code-for-submission,Hanif Noer Rofiq,Baseline code for submission,13,,false,false,,numpy;pandas;shapely,438,False,,False,False,True,False,https://www.kaggle.com/code/hanifnoerrofiq/baseline-code-for-submission,downloaded/hanifnoerrofiq_baseline-code-for-submission,358.216041660364,Hanif Noer Rofiq,265
zorornoa/christmas-tree-package,Arun R.noa,Christmas_tree_package,6,,false,false,Physics,matplotlib;multiprocessing;numpy;pandas;shapely;sklearn;torch,450,False,,True,False,False,False,https://www.kaggle.com/code/zorornoa/christmas-tree-package,downloaded/zorornoa_christmas-tree-package,,,
guntasdhanjal/santa-2025-simple-optimization-fork,Guntas Dhanjal,🎄 Santa 2025 simple optimization (Fork),63,,false,false,,pandas;shapely,141,True,,False,False,True,False,https://www.kaggle.com/code/guntasdhanjal/santa-2025-simple-optimization-fork,downloaded/guntasdhanjal_santa-2025-simple-optimization-fork,72.153547053208,,
mansoonseason77/santa25-deck-the-halls-with-genetic-algorithm,Ansun Sujoe,[Santa25] Deck the Halls with Genetic Algorithm,25,,false,false,GA;Translation,matplotlib;numpy;pygad;shapely,485,False,,False,True,False,False,https://www.kaggle.com/code/mansoonseason77/santa25-deck-the-halls-with-genetic-algorithm,downloaded/mansoonseason77_santa25-deck-the-halls-with-genetic-algorithm,,,
chistyakov/sa-on-metamodel-from-2-blocks-180-trees,Stanislav Chistyakov,SA on metamodel from 2 blocks- 180 trees,61,,false,false,SA,matplotlib;numpy;pandas;shapely,923,False,,True,False,True,False,https://www.kaggle.com/code/chistyakov/sa-on-metamodel-from-2-blocks-180-trees,downloaded/chistyakov_sa-on-metamodel-from-2-blocks-180-trees,70.936673758122,ST,143
asadalikhan92/santa-fast-efficient,Asad Ali Khan,SANTA FAST & EFFICIENT,1,,false,false,,numpy;pandas,333,False,,True,False,True,False,https://www.kaggle.com/code/asadalikhan92/santa-fast-efficient,downloaded/asadalikhan92_santa-fast-efficient,,Ali,95
krishnayadav456wrsty/santa-2025-christmas,Krishna Yadu, Santa 2025 Christmas,1,,false,false,GA,numpy;pandas,133,False,,True,False,True,False,https://www.kaggle.com/code/krishnayadav456wrsty/santa-2025-christmas,downloaded/krishnayadav456wrsty_santa-2025-christmas,20313.1637098852,,
kaibaur/santa-2d-demention,kaibaur,santa 2d demention,7,,false,false,,pandas,35,False,,False,False,True,False,https://www.kaggle.com/code/kaibaur/santa-2d-demention,downloaded/kaibaur_santa-2d-demention,199.787158217471,kaibaur,246
nocarbonintelligence/santa-baseline-rectangle,LazyUnicorn,Santa - baseline (rectangle),3,,false,false,,pandas,96,False,,True,False,True,False,https://www.kaggle.com/code/nocarbonintelligence/santa-baseline-rectangle,downloaded/nocarbonintelligence_santa-baseline-rectangle,250.642346733612,,
teddy0/interactive-christmas-tree-packing-sandbox,teddy,Interactive Christmas Tree Packing Sandbox,20,,false,false,,matplotlib;shapely,220,False,,False,True,False,False,https://www.kaggle.com/code/teddy0/interactive-christmas-tree-packing-sandbox,downloaded/teddy0_interactive-christmas-tree-packing-sandbox,,teddy,263
fra150/santa-2025-final-code,Fra150,Santa 2025 -Final code,1,,false,false,,pandas;shapely,303,False,,True,False,True,False,https://www.kaggle.com/code/fra150/santa-2025-final-code,downloaded/fra150_santa-2025-final-code,,,
samyakrajbayar/simulated-santa-kaggle,Samyakraj Bayar,SIMULATED Santa Kaggle,5,,false,false,,numpy;pandas;shapely,316,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/simulated-santa-kaggle,downloaded/samyakrajbayar_simulated-santa-kaggle,70.781495912577,Amy,40
chistyakov/sa-on-metamodel-from-2-blocks-88-trees,Stanislav Chistyakov,SA on metamodel from 2 blocks- 88 trees,63,,false,false,SA,matplotlib;numpy;pandas;shapely,921,False,,True,False,True,False,https://www.kaggle.com/code/chistyakov/sa-on-metamodel-from-2-blocks-88-trees,downloaded/chistyakov_sa-on-metamodel-from-2-blocks-88-trees,70.926149550346,ST,143
mohamedwaleed13/christmas-tree-packing-notebook,Mohamed Waleed,Christmas Tree Packing Notebook,13,,false,false,Greedy,matplotlib;numpy;pandas;shapely,757,False,,False,True,True,False,https://www.kaggle.com/code/mohamedwaleed13/christmas-tree-packing-notebook,downloaded/mohamedwaleed13_christmas-tree-packing-notebook,150.279824306652,Lee,275
tanakaai24/santa-auto-copy-001-1768047123,Tanaka Ai24,Santa auto copy 001 1768047123,1,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/tanakaai24/santa-auto-copy-001-1768047123,downloaded/tanakaai24_santa-auto-copy-001-1768047123,,,
yash9439/final-santa-final-sub,yash bhaskar,Final_Santa_Final_Sub,7,,false,false,,pandas,17,False,,False,False,True,False,https://www.kaggle.com/code/yash9439/final-santa-final-sub,downloaded/yash9439_final-santa-final-sub,71.012885110124,Team Ramrod,90
camurberkayy/santa-2025-chaos-optimizer-c-openmp,camurberkayy,🎅 Santa 2025 - Chaos Optimizer (C++ & OpenMP),67,,false,false,,,287,False,,True,False,True,False,https://www.kaggle.com/code/camurberkayy/santa-2025-chaos-optimizer-c-openmp,downloaded/camurberkayy_santa-2025-chaos-optimizer-c-openmp,,,
chiragkandpal/frosty-s-fast-packer,Chirag kandpal,Frosty's Fast Packer,8,,false,false,SA;Physics,numpy;pandas;shapely,146,False,,True,False,True,False,https://www.kaggle.com/code/chiragkandpal/frosty-s-fast-packer,downloaded/chiragkandpal_frosty-s-fast-packer,,,
samyakrajbayar/santa-submission-33,Samyakraj Bayar,Santa-submission 33,5,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-33,downloaded/samyakrajbayar_santa-submission-33,70.778910053217,Amy,40
akashbethe/santa-2025-tree-packing-simple-effective-basel,Akash Bethe,Santa 2025 Tree Packing — Simple & Effective Basel,3,,false,false,,,0,False,,False,False,False,False,https://www.kaggle.com/code/akashbethe/santa-2025-tree-packing-simple-effective-basel,downloaded/akashbethe_santa-2025-tree-packing-simple-effective-basel,,,
egortrushin/santa25-fractional-translation-of-solutions,Egor Trushin,[Santa25] Fractional translation of solutions,105,,false,false,Translation;Ensemble,multiprocessing;numpy;pandas;shapely,221,False,,False,False,True,True,https://www.kaggle.com/code/egortrushin/santa25-fractional-translation-of-solutions,downloaded/egortrushin_santa25-fractional-translation-of-solutions,74.656241067794,Santa AI Chaotic Elves,12
handeakn/santa25-deep-reinforcement-learning-ppo-cnn,Hande Akin,Santa25-Deep Reinforcement Learning (PPO + CNN),12,,false,false,RL,matplotlib;numpy;pandas;shapely;torch,370,False,,False,True,True,False,https://www.kaggle.com/code/handeakn/santa25-deep-reinforcement-learning-ppo-cnn,downloaded/handeakn_santa25-deep-reinforcement-learning-ppo-cnn,,,
husnind/hybrid-tree-packing-solver-2nd-try,Husnind, Hybrid Tree Packing Solver - 2nd try,10,,false,false,Physics;Greedy,matplotlib;numpy;pandas;shapely,271,False,,True,False,True,False,https://www.kaggle.com/code/husnind/hybrid-tree-packing-solver-2nd-try,downloaded/husnind_hybrid-tree-packing-solver-2nd-try,121.709404247769,,
girrajjangid/santa-2025-advanced-tree-packing,Girraj Jangid,Santa 2025 — Advanced Tree Packing,18,,false,false,SA,matplotlib;numpy;pandas;shapely,206,False,,True,False,True,False,https://www.kaggle.com/code/girrajjangid/santa-2025-advanced-tree-packing,downloaded/girrajjangid_santa-2025-advanced-tree-packing,86.043110285189,,
abhishekgodara/santa-s-tree-packing-score,Abhishek Godara,🎄 santa's tree packing | score 🔝🔝,85,,false,false,Ensemble,numba;numpy;pandas;shapely,172,False,,False,False,True,True,https://www.kaggle.com/code/abhishekgodara/santa-s-tree-packing-score,downloaded/abhishekgodara_santa-s-tree-packing-score,70.744159997638,ST,143
koushikkumardinda/santa-2025-christmas-tree-packing-challenge,KOUSHIK KUMAR DINDA,Santa 2025 - Christmas Tree Packing Challenge,18,,false,false,SA;Translation;Physics,numpy;pandas;shapely,604,False,,True,False,True,True,https://www.kaggle.com/code/koushikkumardinda/santa-2025-christmas-tree-packing-challenge,downloaded/koushikkumardinda_santa-2025-christmas-tree-packing-challenge,173.652298602905,KK,113
yongsukprasertsuk/santa-2025-best-keeping-bbox3-runner,Yongsuk Prasertsuk,SANTA 2025 | Best-Keeping bbox3 Runner,375,,false,false,,numpy;pandas;scipy;shapely,440,False,,True,False,True,False,https://www.kaggle.com/code/yongsukprasertsuk/santa-2025-best-keeping-bbox3-runner,downloaded/yongsukprasertsuk_santa-2025-best-keeping-bbox3-runner,71.007656488203,,
cdeotte/visualize-best-public-notebooks,Chris Deotte,Visualize Best Public Notebooks,105,,false,false,Translation;Ensemble;Physics;Greedy,matplotlib;numpy;pandas;shapely,240,False,,False,True,True,True,https://www.kaggle.com/code/cdeotte/visualize-best-public-notebooks,downloaded/cdeotte_visualize-best-public-notebooks,,,
zhangtengfei02/a-super-simple-improvement-strategy,Kaixuan Wang,✨ A Super Simple Improvement Strategy,80,,false,false,Translation,numpy;pandas;shapely,199,False,,True,False,True,False,https://www.kaggle.com/code/zhangtengfei02/a-super-simple-improvement-strategy,downloaded/zhangtengfei02_a-super-simple-improvement-strategy,70.445567083544,Kaixuan,34
egortrushin/santa25-simulated-annealing-with-translations,Egor Trushin,[Santa25] Simulated annealing with translations,132,,false,false,SA,matplotlib;numpy;pandas;shapely,378,False,,True,False,True,False,https://www.kaggle.com/code/egortrushin/santa25-simulated-annealing-with-translations,downloaded/egortrushin_santa25-simulated-annealing-with-translations,73.263653922229,Santa AI Chaotic Elves,12
imaadmahmood/santa-2025-christmas-tree-packing-challenge,Imaad Mahmood,🎄 SANTA 2025 - CHRISTMAS TREE PACKING CHALLENGE,86,,false,false,Translation,matplotlib;numpy;pandas;shapely,379,False,,True,False,True,False,https://www.kaggle.com/code/imaadmahmood/santa-2025-christmas-tree-packing-challenge,downloaded/imaadmahmood_santa-2025-christmas-tree-packing-challenge,70.750676185939,,
abhishekgodara/santa-submission-happy-new-year,Abhishek Godara,Santa submission 🎅🎅| happy new year 🎉🎉,11,,false,false,Ensemble,numba;numpy;pandas;shapely,178,False,,False,False,True,True,https://www.kaggle.com/code/abhishekgodara/santa-submission-happy-new-year,downloaded/abhishekgodara_santa-submission-happy-new-year,70.924512150628,ST,143
learnmore1/santa-subs-agg-score-track-visual-diagnostics,no-magic,Santa: Subs Agg + Score Track + Visual Diagnostics,49,,false,false,,matplotlib;numpy;pandas;shapely,268,False,,True,False,True,True,https://www.kaggle.com/code/learnmore1/santa-subs-agg-score-track-visual-diagnostics,downloaded/learnmore1_santa-subs-agg-score-track-visual-diagnostics,70.781495651088,,
jazivxt/team-optimization-blend,jazivxt,Team Optimization Blend,162,,false,false,Translation;Ensemble,numpy;pandas;shapely,449,False,,True,False,True,True,https://www.kaggle.com/code/jazivxt/team-optimization-blend,downloaded/jazivxt_team-optimization-blend,70.331635857675,Very Ape,64
egortrushin/santa25-translation-of-small-n-solutions,Egor Trushin,[Santa25] Translation of small-N solutions,95,,false,false,Ensemble,numpy;pandas;shapely,179,False,,False,False,True,True,https://www.kaggle.com/code/egortrushin/santa25-translation-of-small-n-solutions,downloaded/egortrushin_santa25-translation-of-small-n-solutions,84.324014076574,Santa AI Chaotic Elves,12
samyakrajbayar/santa-santa-2,Samyakraj Bayar,Santa Santa 2,16,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-santa-2,downloaded/samyakrajbayar_santa-santa-2,70.779238569465,Amy,40
hunhdavid/santa2025-competition,Huỳnh David,Santa2025-competition,16,,false,false,,matplotlib;numpy;pandas;shapely,287,False,,True,False,True,False,https://www.kaggle.com/code/hunhdavid/santa2025-competition,downloaded/hunhdavid_santa2025-competition,173.623749383521,,
skarin/when-lattices-go-hard-fast-tree-packing,SK Arin,When Lattices Go Hard: Fast Tree Packing,6,,false,false,,numba;numpy;pandas,198,False,,True,False,True,False,https://www.kaggle.com/code/skarin/when-lattices-go-hard-fast-tree-packing,downloaded/skarin_when-lattices-go-hard-fast-tree-packing,,,
husnind/hybrid-tree-solver-baseline,Husnind,Hybrid Tree Solver - Baseline,7,,false,false,,numpy;pandas,63,False,,True,False,True,False,https://www.kaggle.com/code/husnind/hybrid-tree-solver-baseline,downloaded/husnind_hybrid-tree-solver-baseline,91.650373304945,,
opencv411/final-final-final-try,Liu Jiahao,final_final_final_try,112,,false,false,,,1051,False,,True,False,True,False,https://www.kaggle.com/code/opencv411/final-final-final-try,downloaded/opencv411_final-final-final-try,70.368024713196,已弃赛,234
saspav/santa-submission,Sas Pav,Santa-submission,600,,false,false,Translation,numpy;pandas;scipy;shapely,458,False,,True,False,True,False,https://www.kaggle.com/code/saspav/santa-submission,downloaded/saspav_santa-submission,68.709160318082,Sas Pav,188
roshaw/santa2025-just-keep-on-trying,Robert,Santa2025 - Just Keep on Trying!,50,,false,false,Translation;Ensemble,matplotlib;numba;numpy;pandas;scipy;shapely,2834,False,,True,False,True,True,https://www.kaggle.com/code/roshaw/santa2025-just-keep-on-trying,downloaded/roshaw_santa2025-just-keep-on-trying,72.469621198369,Tree Cuts,206
kaushikjonas/santa01,Kaushik A S,Santa01,7,,false,false,SA,numpy;pandas;shapely,392,False,,True,False,True,True,https://www.kaggle.com/code/kaushikjonas/santa01,downloaded/kaushikjonas_santa01,212.978346361476,,
datafad/run-till-better,🔥🦫📿🗽,Run Till Better,55,,false,false,,,67,False,,True,False,True,False,https://www.kaggle.com/code/datafad/run-till-better,downloaded/datafad_run-till-better,70.979251258614,Tree Cuts,206
hengck23/gemini3-packing,hengck23,gemini3 packing ,9,,false,false,Physics,matplotlib;numpy;shapely,268,False,,True,False,False,False,https://www.kaggle.com/code/hengck23/gemini3-packing,downloaded/hengck23_gemini3-packing,,,
anhadmahajan06/santa-2025-christmas-tree-packing-challenge,Anhad Mahajan,Santa 2025 - Christmas Tree Packing Challenge,11,,false,false,Physics,numpy;pandas;shapely,114,False,,False,False,True,False,https://www.kaggle.com/code/anhadmahajan06/santa-2025-christmas-tree-packing-challenge,downloaded/anhadmahajan06_santa-2025-christmas-tree-packing-challenge,899.993056092466,,
roshaw/christmas-spirit,Robert,Christmas Spirit,47,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/roshaw/christmas-spirit,downloaded/roshaw_christmas-spirit,70.990692003415,Tree Cuts,206
josephnehrenz/santa-2025-ray-cast-deep-shiver-tree-packing,Joe,Santa 2025: Ray-Cast & Deep-Shiver Tree Packing,12,,false,false,,matplotlib;numpy;pandas;shapely,229,False,,True,False,True,False,https://www.kaggle.com/code/josephnehrenz/santa-2025-ray-cast-deep-shiver-tree-packing,downloaded/josephnehrenz_santa-2025-ray-cast-deep-shiver-tree-packing,,,
smartmanoj/santa-2025-quick-ensemble,Smart Manoj,Santa 2025: Quick Ensemble,60,,false,false,Ensemble,numba;numpy;pandas,216,False,,True,False,True,True,https://www.kaggle.com/code/smartmanoj/santa-2025-quick-ensemble,downloaded/smartmanoj_santa-2025-quick-ensemble,70.931362251158,Smart Manoj,116
wanglinhao/the-boxes-shrunk,Judy@Wang,The Boxes Shrunk,3,,false,false,Translation,numpy;pandas;shapely,144,False,,True,False,True,False,https://www.kaggle.com/code/wanglinhao/the-boxes-shrunk,downloaded/wanglinhao_the-boxes-shrunk,70.750494210983,,
datafad/a-bit-better,🔥🦫📿🗽,A Bit Better,58,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/datafad/a-bit-better,downloaded/datafad_a-bit-better,70.9792653103,Tree Cuts,206
opencv411/santa-final-sub,Liu Jiahao,Santa_final_sub,33,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/opencv411/santa-final-sub,downloaded/opencv411_santa-final-sub,71.220469416388,已弃赛,234
n09nikhil/jingle-bells-jingle-bells,n09nikhil,"Jingle Bells, Jingle Bells🎄",4,,false,false,Ensemble,numba;numpy;pandas,491,False,,True,False,True,True,https://www.kaggle.com/code/n09nikhil/jingle-bells-jingle-bells,downloaded/n09nikhil_jingle-bells-jingle-bells,120.413147524347,,
amitkumargope/santa-2025-christmas-tree-challenge,Amit kumar Gope,Santa 2025 - Christmas Tree Challenge,3,,false,false,GA;Translation;Greedy,matplotlib;numpy;pandas;scipy,394,False,,True,False,True,False,https://www.kaggle.com/code/amitkumargope/santa-2025-christmas-tree-challenge,downloaded/amitkumargope_santa-2025-christmas-tree-challenge,,,
roshaw/final-week,Robert,Final Week,59,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/roshaw/final-week,downloaded/roshaw_final-week,70.43612320147,Tree Cuts,206
nikitakuznetsof/the-boxes-shrunk-5a94e5,[Novosibirsk] Nikita Kuznetsov,The Boxes Shrunk 5a94e5,22,,false,false,,numpy;pandas;shapely,294,False,,True,False,True,False,https://www.kaggle.com/code/nikitakuznetsof/the-boxes-shrunk-5a94e5,downloaded/nikitakuznetsof_the-boxes-shrunk-5a94e5,70.765529904454,KIT,83
jazivxt/eazy-optimizer,jazivxt,Eazy Optimizer,256,,false,false,Translation;Ensemble,matplotlib;numpy;pandas;shapely,395,False,,True,False,True,True,https://www.kaggle.com/code/jazivxt/eazy-optimizer,downloaded/jazivxt_eazy-optimizer,70.332154841712,Very Ape,64
jaeyunlee/santa-2025-just-do,Jaeyun Lee,Santa 2025 - Just do ▼▲,9,,false,false,,matplotlib;numpy;pandas;shapely,432,False,,True,False,True,False,https://www.kaggle.com/code/jaeyunlee/santa-2025-just-do,downloaded/jaeyunlee_santa-2025-just-do,109.002495094844,Lee,275
shraddhasingh555/notebookde71716c55,shraddha singh,notebookde71716c55,2,,false,false,,numpy;pandas,52,False,,False,False,True,False,https://www.kaggle.com/code/shraddhasingh555/notebookde71716c55,downloaded/shraddhasingh555_notebookde71716c55,,,
marylka/x-mas-trees-packing-greedy-heuristics,marylka,🎄x-mas trees packing - greedy heuristics🎄,2,,false,false,SA;Greedy,matplotlib;numpy;pandas;shapely,120,False,,True,False,True,False,https://www.kaggle.com/code/marylka/x-mas-trees-packing-greedy-heuristics,downloaded/marylka_x-mas-trees-packing-greedy-heuristics,,,
samyakrajbayar/simulated-annealing-2,Samyakraj Bayar,SIMULATED ANNEALING 2,14,,false,false,,numpy;pandas;shapely,316,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/simulated-annealing-2,downloaded/samyakrajbayar_simulated-annealing-2,70.778839515111,Amy,40
zwxiang123/santa-2025-christmas-tree-packing-challenge,Zwxiang123,Santa 2025 - Christmas Tree Packing Challenge,5,,false,false,Translation,numpy;pandas;shapely,228,False,,True,False,True,False,https://www.kaggle.com/code/zwxiang123/santa-2025-christmas-tree-packing-challenge,downloaded/zwxiang123_santa-2025-christmas-tree-packing-challenge,71.221610597429,,
alperenaslann/santa-s-gravity-packer-numba-scipy,Alp Eren Aslan,🎄 Santa's Gravity Packer [Numba + Scipy],78,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/alperenaslann/santa-s-gravity-packer-numba-scipy,downloaded/alperenaslann_santa-s-gravity-packer-numba-scipy,70.986182276853,,
zhangtengfei02/a-bit-better-the-best-open-source-result-for-date,Kaixuan Wang,A Bit Better(The best open-source result for date),53,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/zhangtengfei02/a-bit-better-the-best-open-source-result-for-date,downloaded/zhangtengfei02_a-bit-better-the-best-open-source-result-for-date,70.861859096626,Kaixuan,34
kumarandatascientist/base-model-ensemble-santa,Kumaran K,Base model ensemble santa,203,,false,false,Translation;Ensemble,matplotlib;numpy;pandas;shapely,1234,False,,True,False,True,True,https://www.kaggle.com/code/kumarandatascientist/base-model-ensemble-santa,downloaded/kumarandatascientist_base-model-ensemble-santa,70.319060995422,,
noushuali/notebookddef25b6b4,Noushu Ali,notebookddef25b6b4,2,,false,false,,numpy;pandas,25,False,,False,False,False,False,https://www.kaggle.com/code/noushuali/notebookddef25b6b4,downloaded/noushuali_notebookddef25b6b4,,,
guntasdhanjal/santa-2025-simple-optimization-trick-fork,Guntas Dhanjal,Santa 2025 - simple optimization trick (fork),54,,false,false,Ensemble,pandas;shapely,112,True,,False,False,True,True,https://www.kaggle.com/code/guntasdhanjal/santa-2025-simple-optimization-trick-fork,downloaded/guntasdhanjal_santa-2025-simple-optimization-trick-fork,73.10970265187,,
blueshyy/adaptive-sa,Zelin Huang,Adaptive SA,33,,false,false,,,0,False,,False,False,False,False,https://www.kaggle.com/code/blueshyy/adaptive-sa,downloaded/blueshyy_adaptive-sa,,ST,143
